transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,revenue,payment_method,channel
TXN_0001248,CUST_00946,PROD_0078,2023-01-12,5,23.44,0.0,117.2,Debit Card,Web
TXN_0024032,CUST_00899,PROD_0047,2023-01-12,1,12.09,0.0,12.09,Credit Card,Mobile App
TXN_0002886,CUST_03108,PROD_0022,2023-01-12,2,23.16,0.0,46.32,Debit Card,Mobile App
TXN_0034998,CUST_03108,PROD_0011,2023-01-12,3,30.44,0.0,91.32,Credit Card,Web
TXN_0035495,CUST_04813,PROD_0145,2023-01-13,1,39.14,0.0,39.14,Debit Card,Mobile App
TXN_0014818,CUST_04152,PROD_0191,2023-01-14,1,32.04,0.0,32.04,Credit Card,Mobile App
TXN_0006754,CUST_01427,PROD_0169,2023-01-14,1,656.71,0.1,591.04,PayPal,In-Store
TXN_0005393,CUST_03471,PROD_0165,2023-01-14,1,87.24,0.0,87.24,Credit Card,Mobile App
TXN_0006761,CUST_03088,PROD_0169,2023-01-14,2,656.71,0.1,1182.08,Credit Card,Web
TXN_0003993,CUST_02328,PROD_0170,2023-01-14,1,73.94,0.2,59.15,Credit Card,Web
TXN_0026559,CUST_01887,PROD_0049,2023-01-14,1,56.15,0.05,53.34,Credit Card,Mobile App
TXN_0026908,CUST_02296,PROD_0046,2023-01-15,1,926.52,0.0,926.52,Credit Card,Web
TXN_0049727,CUST_01753,PROD_0174,2023-01-15,2,154.75,0.1,278.55,Debit Card,Web
TXN_0041755,CUST_02296,PROD_0138,2023-01-15,2,178.19,0.0,356.38,PayPal,Web
TXN_0040736,CUST_00011,PROD_0016,2023-01-16,2,30.8,0.1,55.44,Credit Card,Web
TXN_0022955,CUST_02903,PROD_0008,2023-01-16,3,170.56,0.0,511.68,Credit Card,Web
TXN_0010945,CUST_00471,PROD_0137,2023-01-16,1,305.64,0.0,305.64,Credit Card,Web
TXN_0012735,CUST_03690,PROD_0154,2023-01-16,2,16.78,0.0,33.56,Debit Card,Web
TXN_0004121,CUST_04757,PROD_0078,2023-01-17,2,23.44,0.0,46.88,PayPal,Web
TXN_0000311,CUST_03264,PROD_0096,2023-01-17,1,1045.99,0.2,836.79,Debit Card,Web
TXN_0047077,CUST_02328,PROD_0013,2023-01-17,1,151.87,0.0,151.87,Bank Transfer,Web
TXN_0019077,CUST_04813,PROD_0006,2023-01-17,1,24.06,0.0,24.06,Bank Transfer,Web
TXN_0035906,CUST_02903,PROD_0078,2023-01-18,1,23.44,0.0,23.44,Credit Card,In-Store
TXN_0025228,CUST_02633,PROD_0037,2023-01-18,2,54.87,0.0,109.74,PayPal,Mobile App
TXN_0009484,CUST_02612,PROD_0130,2023-01-18,2,287.87,0.0,575.74,Credit Card,Web
TXN_0001287,CUST_04152,PROD_0011,2023-01-18,3,30.44,0.0,91.32,Credit Card,Mobile App
TXN_0037857,CUST_02978,PROD_0151,2023-01-18,4,72.89,0.0,291.56,Credit Card,Web
TXN_0039762,CUST_01169,PROD_0018,2023-01-18,3,222.83,0.2,534.79,Credit Card,Mobile App
TXN_0007671,CUST_02295,PROD_0124,2023-01-18,1,776.0,0.0,776.0,Credit Card,Web
TXN_0012758,CUST_03420,PROD_0193,2023-01-19,1,59.82,0.0,59.82,Credit Card,Mobile App
TXN_0010587,CUST_04487,PROD_0041,2023-01-19,2,1421.76,0.15,2416.99,Credit Card,Web
TXN_0014507,CUST_04152,PROD_0054,2023-01-19,1,38.05,0.0,38.05,Bank Transfer,Web
TXN_0032718,CUST_01202,PROD_0119,2023-01-19,4,20.21,0.0,80.84,Credit Card,Mobile App
TXN_0044792,CUST_04152,PROD_0016,2023-01-19,1,30.8,0.0,30.8,Credit Card,Web
TXN_0037343,CUST_04418,PROD_0044,2023-01-19,4,34.26,0.1,123.34,Credit Card,Web
TXN_0042181,CUST_03420,PROD_0158,2023-01-20,1,137.02,0.0,137.02,Credit Card,Mobile App
TXN_0001966,CUST_01753,PROD_0097,2023-01-20,3,662.74,0.0,1988.22,Debit Card,Mobile App
TXN_0000911,CUST_04152,PROD_0098,2023-01-20,2,437.63,0.0,875.26,Credit Card,Web
TXN_0020523,CUST_02978,PROD_0008,2023-01-20,1,170.56,0.1,153.5,Debit Card,Web
TXN_0028652,CUST_01970,PROD_0172,2023-01-20,3,469.26,0.0,1407.78,Credit Card,Mobile App
TXN_0033254,CUST_04152,PROD_0114,2023-01-20,3,369.9,0.0,1109.7,Credit Card,Web
TXN_0033029,CUST_03926,PROD_0189,2023-01-20,1,392.01,0.2,313.61,Bank Transfer,Web
TXN_0018896,CUST_01970,PROD_0005,2023-01-20,1,126.83,0.0,126.83,PayPal,Mobile App
TXN_0036684,CUST_01970,PROD_0106,2023-01-20,1,71.17,0.1,64.05,Bank Transfer,Mobile App
TXN_0029608,CUST_00564,PROD_0190,2023-01-21,1,491.83,0.0,491.83,PayPal,Web
TXN_0005923,CUST_04152,PROD_0172,2023-01-21,1,469.26,0.05,445.8,Credit Card,Mobile App
TXN_0044905,CUST_02529,PROD_0142,2023-01-21,4,27.89,0.0,111.56,Credit Card,Mobile App
TXN_0041346,CUST_02517,PROD_0104,2023-01-21,1,44.08,0.0,44.08,Debit Card,Web
TXN_0044476,CUST_04100,PROD_0022,2023-01-21,1,23.16,0.1,20.84,Bank Transfer,Web
TXN_0038258,CUST_00011,PROD_0085,2023-01-21,1,187.44,0.0,187.44,Credit Card,Web
TXN_0026390,CUST_01800,PROD_0053,2023-01-21,3,181.19,0.0,543.57,Credit Card,Web
TXN_0012593,CUST_00378,PROD_0023,2023-01-21,1,16.39,0.2,13.11,Debit Card,Mobile App
TXN_0005572,CUST_02081,PROD_0096,2023-01-22,1,1045.99,0.05,993.69,Debit Card,Web
TXN_0028354,CUST_01922,PROD_0198,2023-01-22,4,353.93,0.0,1415.72,Credit Card,Web
TXN_0027051,CUST_01697,PROD_0104,2023-01-22,1,44.08,0.0,44.08,Credit Card,Web
TXN_0012359,CUST_02213,PROD_0099,2023-01-22,5,406.16,0.1,1827.72,Credit Card,Mobile App
TXN_0034835,CUST_01455,PROD_0139,2023-01-23,2,435.67,0.05,827.77,Credit Card,In-Store
TXN_0022209,CUST_03420,PROD_0052,2023-01-23,3,263.92,0.0,791.76,Credit Card,Web
TXN_0023544,CUST_00313,PROD_0188,2023-01-23,1,374.02,0.0,374.02,Debit Card,Web
TXN_0018929,CUST_03413,PROD_0089,2023-01-23,3,239.02,0.0,717.06,PayPal,Mobile App
TXN_0043758,CUST_03067,PROD_0021,2023-01-23,1,325.08,0.0,325.08,Credit Card,Web
TXN_0031072,CUST_03504,PROD_0048,2023-01-23,2,76.42,0.0,152.84,Credit Card,Mobile App
TXN_0043181,CUST_03224,PROD_0044,2023-01-23,1,34.26,0.0,34.26,Credit Card,In-Store
TXN_0001671,CUST_02612,PROD_0040,2023-01-23,1,16.13,0.1,14.52,PayPal,Web
TXN_0001681,CUST_04100,PROD_0166,2023-01-23,1,691.54,0.0,691.54,Debit Card,Web
TXN_0045860,CUST_01503,PROD_0072,2023-01-24,1,911.05,0.0,911.05,Credit Card,Web
TXN_0033524,CUST_04777,PROD_0157,2023-01-24,2,873.67,0.0,1747.34,Credit Card,Mobile App
TXN_0019915,CUST_03099,PROD_0098,2023-01-24,2,437.63,0.0,875.26,Credit Card,Mobile App
TXN_0032011,CUST_04235,PROD_0167,2023-01-24,3,38.41,0.15,97.95,Debit Card,Web
TXN_0031908,CUST_01753,PROD_0156,2023-01-24,1,60.24,0.0,60.24,Credit Card,Web
TXN_0010576,CUST_04777,PROD_0146,2023-01-24,1,104.68,0.0,104.68,Credit Card,Mobile App
TXN_0025823,CUST_02720,PROD_0155,2023-01-24,2,9.86,0.0,19.72,PayPal,Mobile App
TXN_0009776,CUST_01455,PROD_0173,2023-01-24,3,241.56,0.1,652.21,Debit Card,Web
TXN_0006478,CUST_02132,PROD_0150,2023-01-24,1,265.2,0.0,265.2,Credit Card,Mobile App
TXN_0049597,CUST_01160,PROD_0067,2023-01-25,1,149.8,0.15,127.33,PayPal,Web
TXN_0044442,CUST_00946,PROD_0113,2023-01-25,1,110.68,0.0,110.68,Credit Card,Web
TXN_0005334,CUST_03504,PROD_0033,2023-01-25,1,20.26,0.0,20.26,Debit Card,Mobile App
TXN_0048337,CUST_03383,PROD_0171,2023-01-25,1,138.75,0.15,117.94,Credit Card,Web
TXN_0015112,CUST_02978,PROD_0109,2023-01-25,1,132.59,0.2,106.07,Credit Card,Mobile App
TXN_0036714,CUST_04097,PROD_0181,2023-01-25,4,485.65,0.0,1942.6,Credit Card,Web
TXN_0024446,CUST_01503,PROD_0095,2023-01-25,1,299.02,0.0,299.02,Debit Card,Web
TXN_0017658,CUST_00172,PROD_0022,2023-01-25,2,23.16,0.0,46.32,PayPal,Mobile App
TXN_0032588,CUST_00313,PROD_0048,2023-01-25,2,76.42,0.0,152.84,PayPal,Mobile App
TXN_0005207,CUST_03951,PROD_0072,2023-01-25,1,911.05,0.0,911.05,Credit Card,In-Store
TXN_0030011,CUST_00471,PROD_0183,2023-01-25,1,406.18,0.0,406.18,Credit Card,Mobile App
TXN_0045480,CUST_04508,PROD_0091,2023-01-25,2,24.3,0.0,48.6,PayPal,Web
TXN_0039422,CUST_04100,PROD_0002,2023-01-25,1,522.48,0.05,496.36,Credit Card,Web
TXN_0027543,CUST_01427,PROD_0162,2023-01-26,1,28.26,0.05,26.85,Credit Card,Web
TXN_0041000,CUST_02398,PROD_0082,2023-01-26,1,730.44,0.05,693.92,Debit Card,Web
TXN_0000465,CUST_01169,PROD_0178,2023-01-26,4,429.63,0.0,1718.52,Debit Card,Web
TXN_0038247,CUST_02019,PROD_0035,2023-01-26,1,80.63,0.0,80.63,PayPal,Mobile App
TXN_0039551,CUST_00841,PROD_0186,2023-01-26,2,142.9,0.0,285.8,Credit Card,Web
TXN_0010105,CUST_04743,PROD_0191,2023-01-26,1,32.04,0.0,32.04,Debit Card,Mobile App
TXN_0027932,CUST_00879,PROD_0010,2023-01-26,2,47.77,0.0,95.54,Credit Card,Web
TXN_0041047,CUST_01050,PROD_0138,2023-01-26,2,178.19,0.0,356.38,Bank Transfer,Mobile App
TXN_0006203,CUST_01651,PROD_0052,2023-01-27,1,263.92,0.0,263.92,PayPal,Mobile App
TXN_0040834,CUST_02693,PROD_0180,2023-01-27,1,358.21,0.0,358.21,PayPal,Mobile App
TXN_0004289,CUST_02295,PROD_0125,2023-01-27,1,10.24,0.05,9.73,Credit Card,Web
TXN_0026922,CUST_02295,PROD_0018,2023-01-27,1,222.83,0.0,222.83,PayPal,Mobile App
TXN_0021962,CUST_00099,PROD_0022,2023-01-27,2,23.16,0.1,41.69,Credit Card,Web
TXN_0025257,CUST_01503,PROD_0185,2023-01-27,1,127.5,0.0,127.5,Debit Card,Mobile App
TXN_0015111,CUST_00238,PROD_0017,2023-01-27,1,227.14,0.0,227.14,Credit Card,Mobile App
TXN_0021826,CUST_04152,PROD_0148,2023-01-27,3,332.02,0.0,996.06,PayPal,Web
TXN_0007470,CUST_03489,PROD_0067,2023-01-27,5,149.8,0.05,711.55,Credit Card,Web
TXN_0021334,CUST_04097,PROD_0057,2023-01-28,1,141.18,0.0,141.18,Credit Card,Mobile App
TXN_0041595,CUST_01922,PROD_0066,2023-01-28,1,141.55,0.15,120.32,Credit Card,Mobile App
TXN_0042902,CUST_03795,PROD_0114,2023-01-28,3,369.9,0.05,1054.21,Credit Card,Web
TXN_0035569,CUST_04130,PROD_0083,2023-01-28,1,119.55,0.05,113.57,Debit Card,Mobile App
TXN_0015327,CUST_02683,PROD_0038,2023-01-28,1,146.17,0.0,146.17,PayPal,Web
TXN_0022837,CUST_03926,PROD_0091,2023-01-28,1,24.3,0.0,24.3,Credit Card,Web
TXN_0045805,CUST_00899,PROD_0132,2023-01-28,1,41.51,0.0,41.51,Debit Card,In-Store
TXN_0016324,CUST_01203,PROD_0142,2023-01-28,1,27.89,0.0,27.89,PayPal,Web
TXN_0004103,CUST_02720,PROD_0084,2023-01-28,1,56.98,0.0,56.98,Credit Card,Mobile App
TXN_0005853,CUST_01274,PROD_0055,2023-01-29,1,46.74,0.0,46.74,Credit Card,Mobile App
TXN_0029583,CUST_01651,PROD_0144,2023-01-29,1,15.1,0.0,15.1,Credit Card,Mobile App
TXN_0034560,CUST_03504,PROD_0166,2023-01-29,2,691.54,0.0,1383.08,Credit Card,Web
TXN_0012062,CUST_03926,PROD_0123,2023-01-29,1,287.0,0.05,272.65,Credit Card,Web
TXN_0027695,CUST_01514,PROD_0196,2023-01-29,1,59.42,0.05,56.45,Credit Card,Web
TXN_0019215,CUST_01971,PROD_0182,2023-01-29,2,238.33,0.05,452.83,Credit Card,In-Store
TXN_0045877,CUST_00238,PROD_0116,2023-01-29,1,156.7,0.0,156.7,PayPal,Web
TXN_0023590,CUST_03099,PROD_0185,2023-01-29,2,127.5,0.2,204.0,Credit Card,Web
TXN_0004336,CUST_03224,PROD_0171,2023-01-29,1,138.75,0.0,138.75,Credit Card,Web
TXN_0001670,CUST_00516,PROD_0151,2023-01-30,1,72.89,0.0,72.89,Credit Card,In-Store
TXN_0001572,CUST_03272,PROD_0120,2023-01-30,1,79.92,0.1,71.93,PayPal,Mobile App
TXN_0022203,CUST_02633,PROD_0011,2023-01-30,1,30.44,0.0,30.44,Debit Card,Web
TXN_0015576,CUST_02720,PROD_0049,2023-01-30,1,56.15,0.2,44.92,Credit Card,Web
TXN_0012630,CUST_01971,PROD_0130,2023-01-30,1,287.87,0.05,273.48,Credit Card,Web
TXN_0006504,CUST_01484,PROD_0174,2023-01-30,3,154.75,0.0,464.25,PayPal,Mobile App
TXN_0040282,CUST_01753,PROD_0056,2023-01-30,2,369.47,0.0,738.94,Credit Card,Web
TXN_0013872,CUST_02529,PROD_0176,2023-01-30,2,136.79,0.0,273.58,Debit Card,Web
TXN_0027618,CUST_03960,PROD_0027,2023-01-31,2,62.45,0.0,124.9,Credit Card,Web
TXN_0031428,CUST_01202,PROD_0043,2023-01-31,1,29.86,0.0,29.86,Credit Card,Mobile App
TXN_0048296,CUST_04889,PROD_0145,2023-01-31,1,39.14,0.0,39.14,PayPal,Mobile App
TXN_0041669,CUST_02183,PROD_0010,2023-01-31,1,47.77,0.0,47.77,Debit Card,In-Store
TXN_0044485,CUST_01970,PROD_0075,2023-01-31,1,48.79,0.05,46.35,Bank Transfer,Mobile App
TXN_0006871,CUST_04097,PROD_0051,2023-01-31,1,90.02,0.0,90.02,Credit Card,Web
TXN_0038644,CUST_04097,PROD_0148,2023-01-31,1,332.02,0.1,298.82,Debit Card,Mobile App
TXN_0042655,CUST_04011,PROD_0120,2023-01-31,1,79.92,0.0,79.92,Credit Card,Mobile App
TXN_0015430,CUST_02213,PROD_0125,2023-01-31,1,10.24,0.0,10.24,Debit Card,Web
TXN_0026949,CUST_01274,PROD_0199,2023-01-31,1,31.97,0.0,31.97,PayPal,Mobile App
TXN_0002995,CUST_02940,PROD_0010,2023-01-31,3,47.77,0.0,143.31,PayPal,In-Store
TXN_0044990,CUST_04011,PROD_0191,2023-02-01,1,32.04,0.1,28.84,PayPal,Web
TXN_0018227,CUST_01867,PROD_0127,2023-02-01,1,36.62,0.0,36.62,Credit Card,Mobile App
TXN_0006420,CUST_04152,PROD_0161,2023-02-01,3,404.26,0.0,1212.78,Debit Card,Web
TXN_0046526,CUST_02295,PROD_0097,2023-02-01,2,662.74,0.0,1325.48,Credit Card,Mobile App
TXN_0007720,CUST_00313,PROD_0179,2023-02-01,1,80.15,0.0,80.15,Credit Card,Mobile App
TXN_0000238,CUST_02720,PROD_0014,2023-02-01,1,16.96,0.0,16.96,Credit Card,Web
TXN_0000371,CUST_04056,PROD_0127,2023-02-01,3,36.62,0.0,109.86,PayPal,Mobile App
TXN_0010772,CUST_01427,PROD_0062,2023-02-01,1,197.25,0.0,197.25,PayPal,Mobile App
TXN_0038572,CUST_04152,PROD_0069,2023-02-01,2,17.1,0.0,34.2,Credit Card,Web
TXN_0034220,CUST_01455,PROD_0040,2023-02-01,1,16.13,0.1,14.52,Credit Card,Web
TXN_0041905,CUST_03875,PROD_0138,2023-02-01,1,178.19,0.0,178.19,PayPal,Web
TXN_0038497,CUST_00558,PROD_0184,2023-02-01,1,327.05,0.0,327.05,Credit Card,Web
TXN_0016260,CUST_00765,PROD_0019,2023-02-01,1,445.11,0.0,445.11,Credit Card,Web
TXN_0049650,CUST_01904,PROD_0188,2023-02-01,1,374.02,0.0,374.02,Credit Card,Mobile App
TXN_0047295,CUST_03655,PROD_0143,2023-02-01,1,179.4,0.0,179.4,Credit Card,Web
TXN_0023978,CUST_04235,PROD_0137,2023-02-01,4,305.64,0.0,1222.56,Credit Card,Web
TXN_0033741,CUST_02976,PROD_0039,2023-02-02,1,196.35,0.0,196.35,Credit Card,Web
TXN_0028304,CUST_01753,PROD_0041,2023-02-02,2,1421.76,0.0,2843.52,Credit Card,In-Store
TXN_0001924,CUST_00313,PROD_0077,2023-02-02,3,1000.28,0.2,2400.67,Bank Transfer,Web
TXN_0027026,CUST_04508,PROD_0152,2023-02-02,1,231.2,0.05,219.64,Credit Card,Web
TXN_0039392,CUST_02398,PROD_0085,2023-02-02,2,187.44,0.0,374.88,Credit Card,Mobile App
TXN_0032752,CUST_04097,PROD_0097,2023-02-02,2,662.74,0.0,1325.48,Debit Card,Mobile App
TXN_0016755,CUST_02081,PROD_0174,2023-02-02,1,154.75,0.1,139.28,Debit Card,Mobile App
TXN_0031885,CUST_04743,PROD_0139,2023-02-02,2,435.67,0.0,871.34,Credit Card,Web
TXN_0006020,CUST_04743,PROD_0006,2023-02-02,1,24.06,0.0,24.06,Debit Card,Web
TXN_0013779,CUST_00600,PROD_0152,2023-02-02,3,231.2,0.0,693.6,Bank Transfer,Web
TXN_0030506,CUST_02858,PROD_0056,2023-02-02,2,369.47,0.1,665.05,Credit Card,Web
TXN_0010778,CUST_00292,PROD_0145,2023-02-03,2,39.14,0.0,78.28,Debit Card,In-Store
TXN_0010009,CUST_02612,PROD_0142,2023-02-03,3,27.89,0.0,83.67,Credit Card,Mobile App
TXN_0014172,CUST_04235,PROD_0032,2023-02-03,1,33.15,0.0,33.15,Credit Card,In-Store
TXN_0023168,CUST_01423,PROD_0049,2023-02-03,1,56.15,0.0,56.15,Credit Card,Web
TXN_0040888,CUST_02940,PROD_0190,2023-02-03,2,491.83,0.0,983.66,Credit Card,Mobile App
TXN_0042484,CUST_03318,PROD_0169,2023-02-03,1,656.71,0.1,591.04,PayPal,Web
TXN_0039238,CUST_01651,PROD_0082,2023-02-03,1,730.44,0.2,584.35,PayPal,Web
TXN_0030174,CUST_04418,PROD_0056,2023-02-03,1,369.47,0.05,351.0,Bank Transfer,Web
TXN_0033259,CUST_03410,PROD_0187,2023-02-03,1,8.58,0.0,8.58,PayPal,In-Store
TXN_0035200,CUST_03420,PROD_0072,2023-02-03,1,911.05,0.0,911.05,Debit Card,Mobile App
TXN_0019424,CUST_03489,PROD_0005,2023-02-03,1,126.83,0.05,120.49,Debit Card,Web
TXN_0016875,CUST_04418,PROD_0165,2023-02-03,1,87.24,0.0,87.24,Debit Card,Web
TXN_0044947,CUST_00765,PROD_0159,2023-02-03,3,37.61,0.0,112.83,Credit Card,Mobile App
TXN_0028220,CUST_02242,PROD_0097,2023-02-03,2,662.74,0.0,1325.48,Debit Card,Web
TXN_0011758,CUST_00473,PROD_0059,2023-02-03,1,145.02,0.0,145.02,Debit Card,Mobile App
TXN_0023140,CUST_02720,PROD_0137,2023-02-04,1,305.64,0.0,305.64,PayPal,Mobile App
TXN_0021555,CUST_00172,PROD_0038,2023-02-04,2,146.17,0.0,292.34,PayPal,Web
TXN_0024415,CUST_02976,PROD_0040,2023-02-04,4,16.13,0.0,64.52,Debit Card,Web
TXN_0048883,CUST_00946,PROD_0004,2023-02-04,2,666.05,0.0,1332.1,Debit Card,Web
TXN_0031996,CUST_03504,PROD_0188,2023-02-04,4,374.02,0.1,1346.47,Credit Card,Mobile App
TXN_0008118,CUST_04743,PROD_0127,2023-02-04,3,36.62,0.0,109.86,Credit Card,Mobile App
TXN_0003996,CUST_00473,PROD_0075,2023-02-04,3,48.79,0.0,146.37,Debit Card,Mobile App
TXN_0007541,CUST_02183,PROD_0051,2023-02-05,2,90.02,0.1,162.04,Credit Card,Web
TXN_0021877,CUST_01284,PROD_0173,2023-02-05,1,241.56,0.05,229.48,Credit Card,Mobile App
TXN_0042915,CUST_04688,PROD_0193,2023-02-05,1,59.82,0.0,59.82,Credit Card,Mobile App
TXN_0041306,CUST_02612,PROD_0055,2023-02-05,1,46.74,0.05,44.4,Debit Card,Web
TXN_0009889,CUST_04090,PROD_0101,2023-02-05,1,353.24,0.0,353.24,Credit Card,Web
TXN_0021519,CUST_03627,PROD_0008,2023-02-05,1,170.56,0.0,170.56,Credit Card,Web
TXN_0034623,CUST_00292,PROD_0049,2023-02-05,1,56.15,0.0,56.15,Debit Card,Web
TXN_0005266,CUST_04418,PROD_0130,2023-02-05,1,287.87,0.1,259.08,Credit Card,Mobile App
TXN_0014308,CUST_04889,PROD_0092,2023-02-05,3,67.78,0.05,193.17,Credit Card,Mobile App
TXN_0007783,CUST_00238,PROD_0036,2023-02-05,1,353.42,0.0,353.42,Credit Card,Web
TXN_0020206,CUST_00209,PROD_0180,2023-02-05,1,358.21,0.05,340.3,Credit Card,Web
TXN_0009664,CUST_01074,PROD_0038,2023-02-05,3,146.17,0.0,438.51,Credit Card,Web
TXN_0041589,CUST_01827,PROD_0071,2023-02-05,2,134.22,0.1,241.6,Credit Card,Web
TXN_0019554,CUST_01503,PROD_0076,2023-02-05,1,127.66,0.0,127.66,Credit Card,Web
TXN_0007728,CUST_02183,PROD_0023,2023-02-05,3,16.39,0.0,49.17,PayPal,Mobile App
TXN_0043068,CUST_02295,PROD_0025,2023-02-05,1,1200.61,0.0,1200.61,Credit Card,Web
TXN_0029167,CUST_02183,PROD_0003,2023-02-05,2,49.61,0.15,84.34,Credit Card,Mobile App
TXN_0043145,CUST_01867,PROD_0060,2023-02-05,1,87.02,0.0,87.02,Credit Card,Web
TXN_0031117,CUST_00209,PROD_0019,2023-02-06,1,445.11,0.0,445.11,Credit Card,Web
TXN_0018414,CUST_02398,PROD_0010,2023-02-06,1,47.77,0.05,45.38,Credit Card,Web
TXN_0012452,CUST_03913,PROD_0132,2023-02-06,2,41.51,0.1,74.72,Debit Card,Mobile App
TXN_0005543,CUST_02366,PROD_0061,2023-02-06,1,353.79,0.0,353.79,Credit Card,Web
TXN_0013914,CUST_04726,PROD_0178,2023-02-06,1,429.63,0.0,429.63,Credit Card,In-Store
TXN_0018893,CUST_03099,PROD_0003,2023-02-06,1,49.61,0.0,49.61,PayPal,Web
TXN_0045104,CUST_02762,PROD_0082,2023-02-06,3,730.44,0.1,1972.19,Credit Card,Mobile App
TXN_0002734,CUST_00238,PROD_0059,2023-02-06,1,145.02,0.0,145.02,Credit Card,Mobile App
TXN_0005293,CUST_03913,PROD_0026,2023-02-06,2,163.21,0.05,310.1,PayPal,Mobile App
TXN_0014389,CUST_00600,PROD_0190,2023-02-06,3,491.83,0.0,1475.49,Credit Card,Mobile App
TXN_0004619,CUST_01403,PROD_0118,2023-02-06,3,150.1,0.05,427.78,Credit Card,Web
TXN_0049107,CUST_01423,PROD_0160,2023-02-06,1,83.47,0.0,83.47,Credit Card,Web
TXN_0005527,CUST_02940,PROD_0165,2023-02-06,1,87.24,0.0,87.24,Debit Card,Web
TXN_0017255,CUST_02361,PROD_0013,2023-02-07,6,151.87,0.0,911.22,Credit Card,Web
TXN_0011886,CUST_03385,PROD_0043,2023-02-07,1,29.86,0.1,26.87,Credit Card,Mobile App
TXN_0029966,CUST_03627,PROD_0143,2023-02-07,1,179.4,0.05,170.43,PayPal,Mobile App
TXN_0034040,CUST_01867,PROD_0026,2023-02-07,1,163.21,0.0,163.21,Credit Card,Web
TXN_0034617,CUST_02232,PROD_0174,2023-02-07,4,154.75,0.0,619.0,Credit Card,Mobile App
TXN_0030066,CUST_01423,PROD_0009,2023-02-07,1,66.89,0.0,66.89,Credit Card,Mobile App
TXN_0012798,CUST_02607,PROD_0193,2023-02-07,1,59.82,0.0,59.82,PayPal,Web
TXN_0002508,CUST_00372,PROD_0068,2023-02-07,2,107.92,0.15,183.46,Credit Card,Mobile App
TXN_0011377,CUST_04100,PROD_0101,2023-02-07,2,353.24,0.05,671.16,Credit Card,In-Store
TXN_0047661,CUST_02612,PROD_0028,2023-02-08,3,128.99,0.05,367.62,Credit Card,In-Store
TXN_0012164,CUST_01284,PROD_0190,2023-02-08,1,491.83,0.0,491.83,Bank Transfer,Mobile App
TXN_0002427,CUST_00629,PROD_0073,2023-02-08,1,138.85,0.0,138.85,PayPal,Mobile App
TXN_0003173,CUST_00600,PROD_0091,2023-02-08,3,24.3,0.1,65.61,Credit Card,Web
TXN_0004755,CUST_02081,PROD_0096,2023-02-08,2,1045.99,0.0,2091.98,Credit Card,Web
